micromarket_category,option_name,developer_landlord,building_name,address_location,building_perspective_photo,building_details,building_structure,total_building_size_sqft,average_floor_plate_sqft,floor_plate_efficiency,power_kva,power_backup,proposed_space,available_inventory_sqft,floor_offered,status,fitout_details,timeline,car_parking_ratio,commercial_terms,quoted_rental_sqft_pm,cam_charges_sqft_pm,car_parking_charges,rental_escalation,security_deposit_months,lease_tenure_months,lock_in_period_months,notice_period_months,occupancy_certificate,location_map,contact_details,contact_person,contact_number,official_email,developer_name,folder_category,source_file,source_format,extraction_method,report_period,raw_remarks
North-BLR,Option 16,The Phoenix Mills Ltd,IndiQube - Indiqube Phoenix,Jakkuru,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+7,As per master plan,"88,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.070761520436816, 77.59136512604312",The Phoenix Mills Ltd Leasing Team,Leasing Head - The Phoenix Mills Ltd,+91-80-40000000,leasing@thephoenixmillsltd.com,The Phoenix Mills Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 17,MSR / MSRDB,IndiQube - Indiqube MSR - North Tower,Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+15,As per master plan,"30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.041557368888979, 77.62303570829626",MSR / MSRDB Leasing Team,Leasing Head - MSR / MSRDB,+91-80-40000000,leasing@msr/msrdb.com,MSR / MSRDB,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 18,Brigade Enterprises Ltd,IndiQube - Indiqube Opus - Brigade Opus,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8F,As per master plan,"45,620 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.05748462441501, 77.5924129854594",Brigade Enterprises Ltd Leasing Team,Leasing Head - Brigade Enterprises Ltd,+91-80-40000000,leasing@brigadeenterprisesltd.com,Brigade Enterprises Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 19,MRG Group,IndiQube - Indiqube Marriott,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"5,600 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.042712379261555, 77.60942127557317",MRG Group Leasing Team,Leasing Head - MRG Group,+91-80-40000000,leasing@mrggroup.com,MRG Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 20,Brigade Group,IndiQube - Indiqube Twin Towers,Yeswanthpur,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+14,As per master plan,"Tower ""A"" - 41,000, Tower ""B"" - 45,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.030688601274997, 77.54262135731011",Brigade Group Leasing Team,Leasing Head - Brigade Group,+91-80-40000000,leasing@brigadegroup.com,Brigade Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 21,MSR / MSRDB,Obeya - Obeya MSR North Star,Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+15,As per master plan,"30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,150.0 Sq. Ft.,150,1F+8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9500.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.041656329360075, 77.62304035062384",MSR / MSRDB Leasing Team,Leasing Head - MSR / MSRDB,+91-80-40000000,leasing@msr/msrdb.com,MSR / MSRDB,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 22,Brigade Enterprises Ltd.,Regus - Regus WTC - Brigade Gateway,Malleshwara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+30,As per master plan,"40,000 - 42,120 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,63.0 Sq. Ft.,63,22F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,34.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.012593962430532, 77.55613270223454",Brigade Enterprises Ltd. Leasing Team,Leasing Head - Brigade Enterprises Ltd.,+91-80-40000000,leasing@brigadeenterprisesltd..com,Brigade Enterprises Ltd.,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 23,Independent,Regus - Regus Tejas Arcade,Malleshwara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"6,078 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,30.0 Sq. Ft.,30,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,18.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.007833918545463, 77.55456917945943",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 24,MSR / MSRDB,Regus - Regus MSR North Star,Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+15,As per master plan,"30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,24.0 Sq. Ft.,24,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,20.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.041795129242681, 77.62339316596854",MSR / MSRDB Leasing Team,Leasing Head - MSR / MSRDB,+91-80-40000000,leasing@msr/msrdb.com,MSR / MSRDB,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 25,Embassy Group / Embassy REIT portfolio,Simpliwork  - Manyata Tech Park - Mountain Ash – H2 Block,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"82,700 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,2300.0 Sq. Ft.,2300,7F+8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.04703129063123, 77.62238570379881",Embassy Group / Embassy REIT portfolio Leasing Team,Leasing Head - Embassy Group / Embassy REIT portfolio,+91-80-40000000,leasing@embassygroup/embassyreitportfolio.com,Embassy Group / Embassy REIT portfolio,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 26,RMZ Corp / RMZ Galleria (India) Pvt. Ltd,Simpliwork  - RMZ Galleria,Yelahanka,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+14F,As per master plan,"22,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,170.0 Sq. Ft.,170,6F+13F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.095120642831274, 77.59524301072685",RMZ Corp / RMZ Galleria (India) Pvt. Ltd Leasing Team,Leasing Head - RMZ Corp / RMZ Galleria (India) Pvt. Ltd,+91-80-40000000,leasing@rmzcorp/rmzgalleria(india)pvt.ltd.com,RMZ Corp / RMZ Galleria (India) Pvt. Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 27,Brigade Enterprises Ltd,Simpliwork  -  Brigade Magnum,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"25,000–30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,3F+5F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.057759471551908, 77.59402173029059",Brigade Enterprises Ltd Leasing Team,Leasing Head - Brigade Enterprises Ltd,+91-80-40000000,leasing@brigadeenterprisesltd.com,Brigade Enterprises Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 28,Godrej Properties,Simpliwork  - Godrej Centre,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+13,As per master plan,"57,000–59,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,11F+12F & 13F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.060843214471292, 77.5926229702218",Godrej Properties Leasing Team,Leasing Head - Godrej Properties,+91-80-40000000,leasing@godrejproperties.com,Godrej Properties,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 29,Karle Infra Pvt. Ltd. / Karle Group,Smartworks - The Cube Karle,Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11F,As per master plan,"18,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,285.0 Sq. Ft.,285,3F+4F+7F+9F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.044193279214477, 77.6134732524771",Karle Infra Pvt. Ltd. / Karle Group Leasing Team,Leasing Head - Karle Infra Pvt. Ltd. / Karle Group,+91-80-40000000,leasing@karleinfrapvt.ltd./karlegroup.com,Karle Infra Pvt. Ltd. / Karle Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 30,Embassy Groups,Table Space - Manyata Business Park - L6 / Silver Fir,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"38,600 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,597.0 Sq. Ft.,597,GF+1F+3F & 5F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.046166501184766, 77.62057167606731",Embassy Groups Leasing Team,Leasing Head - Embassy Groups,+91-80-40000000,leasing@embassygroups.com,Embassy Groups,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 31,MFAR,Table Space - Mfar Manyata Greenheart 2B,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,As per master plan,"19,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,42000.0 Sq. Ft.,42000,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.043959585654282, 77.62160139360662",MFAR Leasing Team,Leasing Head - MFAR,+91-80-40000000,leasing@mfar.com,MFAR,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 32,Embassy Groups,Urban Vault - Manyata Tech Park - ELM – C4 & Hazel – L3,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+6,As per master plan,"66,243 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,440.0 Sq. Ft.,440,5F+6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,11000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.04735947266754, 77.62031019480482",Embassy Groups Leasing Team,Leasing Head - Embassy Groups,+91-80-40000000,leasing@embassygroups.com,Embassy Groups,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 33,Citrine / S V Enterprises,Urban Vault - Citrine,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+10,As per master plan,"11,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.05448047007137, 77.59297953713258",Citrine / S V Enterprises Leasing Team,Leasing Head - Citrine / S V Enterprises,+91-80-40000000,leasing@citrine/sventerprises.com,Citrine / S V Enterprises,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 34,Embassy Group,Wework - Embassy One,Hebbal - Gaganagar - Bellary Rd,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+13,As per master plan,"15,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,413.0 Sq. Ft.,413,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.019724755511053, 77.58442550525648",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 35,RMZ Corp Holdings Pvt. Ltd,Wework - RMZ Latitude,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11,As per master plan,"23,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,108.0 Sq. Ft.,108,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.056622807848413, 77.59442183713261",RMZ Corp Holdings Pvt. Ltd Leasing Team,Leasing Head - RMZ Corp Holdings Pvt. Ltd,+91-80-40000000,leasing@rmzcorpholdingspvt.ltd.com,RMZ Corp Holdings Pvt. Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 36,Embassy Group,Wework - Manyata Tech Park - Manyata Redwood,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+10,As per master plan,"38,800–39,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,761.0 Sq. Ft.,761,3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.049687476931998, 77.62012729457733",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 37,Embassy Group,Wework - Manyata Tech Park - Manyata Mahogany - F2 Block,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+10,As per master plan,"42,275 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,682.0 Sq. Ft.,682,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.05119252572865, 77.62278804595003",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 38,Embassy Group,Workshaala - Manyata Tech Park - G4 – Aspen,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"40,795 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,3000.0 Sq. Ft.,3000,6F+10F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10500.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.048013636145942, 77.62177819208686",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
E-City,Option 1,Prestige Group,315Work Avenue - Prestige Alecto,E-City - Phase 1,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+3,As per master plan,"24,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,50.0 Sq. Ft.,50,3F (60 Days),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.845370975542826, 77.66215148984269",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
E-City,Option 2,Shilpa Developers,Awfis - Shilpa Ananya Tech Park,E-City - Phase 1,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"23,195–32,692 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,GF,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.849650781808347, 77.6622054557409",Shilpa Developers Leasing Team,Leasing Head - Shilpa Developers,+91-80-40000000,leasing@shilpadevelopers.com,Shilpa Developers,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
E-City,Option 3,Shilpa Developers,ClayWorks - Shilpa Ananya Tech Park,E-City - Phase 1,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"23,195–32,692 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,255.0 Sq. Ft.,255,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,11500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.849650781808347, 77.6622054557409",Shilpa Developers Leasing Team,Leasing Head - Shilpa Developers,+91-80-40000000,leasing@shilpadevelopers.com,Shilpa Developers,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
E-City,Option 4,Independent,GoodWorks - GoodWorks Infinity Park – Tower 1,E-City - Phase 1,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"17,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,87.0 Sq. Ft.,87,Entire Building,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.842244575858007, 77.66845986596525",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
E-City,Option 5,Independent,GoodWorks - GoodWorks Infinity Park – Tower 2,E-City - Phase 1,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+3+Terrace,As per master plan,"20,288 - 22,114 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.842244575858007, 77.66845986596525",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
E-City,Option 6,Puravankara Limited,IndiQube - Indiqube Gainz - Purvankara Gainz,Hosur Main Road - E-City,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+8F,As per master plan,"29,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.866557350906628, 77.6567428256592",Puravankara Limited Leasing Team,Leasing Head - Puravankara Limited,+91-80-40000000,leasing@puravankaralimited.com,Puravankara Limited,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
E-City,Option 7,Praja Infratech Pvt. Ltd.,IndiQube - Maruthi Concorde Business Park,Hosur Main Road - E-City,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"36,000–57,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,30000.0 Sq. Ft.,30000,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.850330557435715, 77.66980953905123",Praja Infratech Pvt. Ltd. Leasing Team,Leasing Head - Praja Infratech Pvt. Ltd.,+91-80-40000000,leasing@prajainfratechpvt.ltd..com,Praja Infratech Pvt. Ltd.,E-City,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (E-City),July 2026,
